COU,Country,Variable,Year,Unit,Value
BTN,Bhutan,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,198.225
BTN,Bhutan,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,272.882
BTN,Bhutan,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,348.087
BTN,Bhutan,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,353.53
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,0.8363561
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,0.5481216
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,0.4615876
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,0.4881428
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,0.4373158
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.7336557
BRN,Brunei Darussalam,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.7635456
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,6.064694
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,6.063125
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,9.334397
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,11.06327
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,11.24912
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,12.6813
BIH,Bosnia and Herzegovina,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,12.28357
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.256717
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.332954
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.360795
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.392302
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.483742
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.134664
BRA,Brazil,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.259027
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.881649
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.473819
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.000882
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.025466
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.420079
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,5.139313
CMR,Cameroon,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.030053
BGR,Bulgaria,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,1352.45
BGR,Bulgaria,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,1675.449
BGR,Bulgaria,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,1700.395
BGR,Bulgaria,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,1550.432
BGR,Bulgaria,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,1420.204
BGR,Bulgaria,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,1281.85
BGR,Bulgaria,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,1296.192
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.173793
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.07755
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.749165
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.553505
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.119165
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,0.9273134
CAN,Canada,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,0.9550194
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.248025
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.169235
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.348179
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.394567
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,1.415105
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,1.754431
BFA,Burkina Faso,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,1.673976
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.787647
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.190844
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.74365
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.219468
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.049919
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.547145
BLZ,Belize,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.784958
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,6.308365
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,6.451025
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,6.207767
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,5.158294
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,5.347235
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.390434
BRB,Barbados,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,7.056462
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.070495
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.885612
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.794236
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,4.040647
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,4.348672
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.506938
BWA,Botswana,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.396197
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,1.115088
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,1.180482
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,1.518628
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,1.992841
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.216022
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.017834
BTN,Bhutan,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,4.021299
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,5.428531
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,4.86809
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,3.580682
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.344039
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.829068
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,3.78493
BOL,Bolivia,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,3.969774
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,2.011782
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,2.034623
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,2.241883
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,2.401273
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,2.908509
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,4.771032
BGD,Bangladesh,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.626724
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,15.20192
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,19.2415
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,19.63401
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,17.34435
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,15.5824
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,13.8984
BGR,Bulgaria,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,13.82316
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,100.498
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,66.086
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,55.117
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,58.416
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,52.025
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,86.058
BRN,Brunei Darussalam,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,89.332
COG,Congo,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,223.28
COG,Congo,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,251.054
COG,Congo,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,262.103
COG,Congo,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,246.344
COG,Congo,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,273.419
COG,Congo,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,326.647
COG,Congo,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,334.787
BEN,Benin,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,150.516
BEN,Benin,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,140.339
BEN,Benin,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,161.981
BEN,Benin,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,144.639
BEN,Benin,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,157.084
BEN,Benin,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,199.378
BEN,Benin,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,195.056
CAN,Canada,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,213.875
CAN,Canada,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,205.53
CAN,Canada,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,178.29
CAN,Canada,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,160.805
CAN,Canada,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,115.786
CAN,Canada,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,96.955
CAN,Canada,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,100.683
CAF,Central African Republic,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,157.752
CAF,Central African Republic,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,160.78
CAF,Central African Republic,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,167.365
CAF,Central African Republic,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,155.018
CAF,Central African Republic,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,176.24
CAF,Central African Republic,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,203.352
CAF,Central African Republic,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,195.525
BRA,Brazil,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,200.832
BRA,Brazil,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,207.402
BRA,Brazil,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,210.809
BRA,Brazil,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,215.336
BRA,Brazil,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,227.368
BRA,Brazil,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,195.662
BRA,Brazil,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,206.572
CZE,Czech Republic,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,1256.59
CZE,Czech Republic,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,1057.064
CZE,Czech Republic,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,838.54
CZE,Czech Republic,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,767.118
CZE,Czech Republic,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,700.722
CZE,Czech Republic,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,603.457
CZE,Czech Republic,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,585.256
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,13.34509
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,11.27576
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,8.86227
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,7.951071
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,7.345795
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,6.228447
CZE,Czech Republic,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,5.894484
DNK,Denmark,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,713.361
DNK,Denmark,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,604.379
DNK,Denmark,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,477.123
DNK,Denmark,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,380.911
DNK,Denmark,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,351.74
DNK,Denmark,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,224.227
DNK,Denmark,"Premature deaths, per million inhabitants",2019,Per 1 000 000 inhabitants,224.931
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",1990,Percentage,7.378478
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",1995,Percentage,6.130597
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",2000,Percentage,4.717493
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",2005,Percentage,3.727829
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",2010,Percentage,3.451816
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",2015,Percentage,2.182816
DNK,Denmark,"Welfare cost of premature deaths, % GDP equivalent",2019,Percentage,2.148375
BDI,Burundi,"Premature deaths, per million inhabitants",1990,Per 1 000 000 inhabitants,121.852
BDI,Burundi,"Premature deaths, per million inhabitants",1995,Per 1 000 000 inhabitants,112.385
BDI,Burundi,"Premature deaths, per million inhabitants",2000,Per 1 000 000 inhabitants,99.195
BDI,Burundi,"Premature deaths, per million inhabitants",2005,Per 1 000 000 inhabitants,85.924
BDI,Burundi,"Premature deaths, per million inhabitants",2010,Per 1 000 000 inhabitants,83.431
BDI,Burundi,"Premature deaths, per million inhabitants",2015,Per 1 000 000 inhabitants,90.252
